,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,car_cc,Cylinders,Valves_Per_Cylinder,wheel_drive,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,height_mm,lenght_mm,width_mm,Body_Type,Doors,City_Mileage,highway_mileage_km/l,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance_mm,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track_mm,Rear_Track_mm,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,lt_front_tyre,pr_front_tyre,z_front_tyre(240 km/h),Front_Tyre_size,Front_rim_size,Power_bhp,Power_rpm,torque_nm,basic_warranty_years,basic_warranty_distance
23,23,Renault,Kwid,Climber (O) Amt 1.0,492190,999,3.0,4.0,FWD,In-line,BS VI,"Front, Transverse",Injection,28.0,Petrol,1490.0,3731.0,1579.0,Hatchback,5.0,25.17,17.2,24.04,669.0,6.0,184.0,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,1524.6,1522.9,165/70 R14,165/70 R14,Electric Power,All Windows,No,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5,Fabric,AT,2422.0,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,No,Yes,Internal,300 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,,,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,0.0,0.0,0.0,165/70,14,67.1,5500.0,91.0,2.0,Unknown
24,24,Maruti Suzuki,Eeco,5 Str,352136,1196,4.0,4.0,RWD,In-line,BS VI,"Front, Longitudinal",Injection,40.0,Petrol,1800.0,3675.0,1475.0,MPV,5.0,12.0,15.0,15.0,920.0,5.0,160.0,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280.0,1290.0,155 R13 LT,155 R13 LT,No,No,No,No,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,No,Yes,5,Fabric,MT,2350.0,No,No,No,No,No,,Internal,400 litres,,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,,,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1510 kg,Driver frontal airbag,,Yes,,,1.0,9.9,Rake,,Rear Reading Lamp,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,155,13,72.0,6000.0,101.0,2.0,40000
25,25,Maruti Suzuki,Eeco,7 Str,380573,1196,4.0,4.0,FWD,In-line,BS VI,"Front, Longitudinal",Injection,40.0,Petrol,1800.0,3675.0,1475.0,MPV,5.0,12.0,15.0,15.0,940.0,5.0,160.0,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280.0,1290.0,155 R13 LT,155 R13 LT,No,No,No,No,74PS@6000RPM,101Nm@3000rpm,Digital,Analog,No,Yes,7,Fabric,MT,2350.0,No,No,No,No,No,,Internal,250 litres,,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,Not Applicable,,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1540 kg,Driver frontal airbag,,Yes,,,1.0,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,155,13,73.0,6000.0,101.0,2.0,40000
26,26,Maruti Suzuki,Eeco,5 Str With Ac+Htr,392967,1196,4.0,4.0,RWD,In-line,BS VI,"Front, Longitudinal",Injection,40.0,Petrol,1800.0,3675.0,1475.0,MPV,5.0,11.0,15.0,15.0,928.0,5.0,160.0,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280.0,1290.0,155 R13 LT,155 R13 LT,No,No,No,No,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,No,Yes,5,Fabric,MT,2350.0,No,No,No,No,No,,Internal,400 litres,,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,,,,,,,,,,,1510 kg,,,,,,,9.9,Rake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,155,13,72.0,6000.0,101.0,2.0,40000
27,27,Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,466057,1196,4.0,4.0,RWD,In-line,BS VI,"Front, Longitudinal",Injection,40.0,CNG,1800.0,3675.0,1475.0,MPV,5.0,54.9,17.2,18.5,1050.0,5.0,160.0,Ventilated Disc,Drum,McPherson Strut,3 Link Rigid,1280.0,1290.0,155 R13 LT,155 R13 LT,No,No,No,No,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,No,Yes,5,Fabric,MT,2350.0,No,No,No,No,No,,Internal,400 litres,,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1510 kg,Driver frontal airbag,,Yes,,,1.0,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,155,13,61.2,6000.0,85.0,2.0,40000
28,28,Maruti Suzuki,Eeco,5 Str With Htr Cng,425255,1196,4.0,4.0,RWD,In-line,BS VI,"Front, Longitudinal",Injection,40.0,CNG,1800.0,3675.0,1475.0,MPV,5.0,54.9,17.2,18.5,1030.0,5.0,160.0,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280.0,1290.0,155 R13 LT,155 R13 LT,No,No,No,No,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,No,Yes,5,Fabric,MT,2350.0,No,No,No,No,No,,Internal,400 litres,,,Yes,,Not on offer,,,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Digital,Manual,Analog + Digital,Yes,4.5 meter,,Driver & Front Passenger,Not Applicable,Heater,Yes,,,,,,Normal,,Yes,,Yes,,,,Yes,,,1510 kg,Driver frontal airbag,,Yes,,,1.0,9.9,Rake,,,Rear sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,155,13,61.2,6000.0,85.0,2.0,40000
29,29,Maruti Suzuki,Alto K10,Lxi,377588,998,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1475.0,3545.0,1490.0,Hatchback,5.0,14.0,17.0,24.07,745.0,5.0,160.0,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295.0,1290.0,155/65R13,155/65R13,Other,No,No,No,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,No,Yes,5,Fabric,MT,2360.0,No,No,No,No,No,,Internal,177 litres,,,Yes,,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,Yes,,,,,Yes,,,1210 kg,Driver frontal airbag,,Yes,,,1.0,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/65,13,67.1,6000.0,90.0,2.0,40000
30,30,Maruti Suzuki,Alto K10,Vxi,394036,998,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1475.0,3545.0,1490.0,Hatchback,5.0,14.0,17.0,24.07,750.0,5.0,160.0,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295.0,1290.0,155/65R13,155/65R13,Other,Only Front Windows,No,No,68PS@6200rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,MT,2360.0,No,Yes,CD/MP3 Player,No,No,,Internal,177 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,Yes,,,,,Yes,Yes,,1210 kg,Driver frontal airbag,,Yes,Yes,Yes,1.0,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/65,13,67.1,6200.0,90.0,2.0,40000
31,31,Maruti Suzuki,Alto K10,Lx,360843,998,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1475.0,3545.0,1490.0,Hatchback,5.0,19.0,24.07,24.07,740.0,5.0,160.0,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295.0,1290.0,155/65R13,155/65R13,No,No,No,No,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,No,Yes,5,Fabric,MT,2360.0,No,No,No,No,No,,Internal,177 litres,,,Yes,,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,Yes,,,1210 kg,Driver frontal airbag,,Yes,,,1.0,,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/65,13,67.1,6000.0,90.0,2.0,40000
32,32,Maruti Suzuki,Alto K10,Vxi (O),407238,998,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1460.0,3620.0,1475.0,Hatchback,5.0,14.0,17.0,24.07,755.0,5.0,160.0,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295.0,1290.0,155/65R13,155/65R13,Other,Only Front Windows,No,Remote,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,MT,2360.0,No,Yes,No,No,No,,Internal,177 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,,,,,Yes,,1210 kg,Driver frontal airbag,,,Yes,,1.0,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/65,13,67.1,6000.0,90.0,2.0,40000
33,33,Maruti Suzuki,Alto K10,Lxi Cng (O),439777,998,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,CNG,1475.0,3545.0,1490.0,Hatchback,5.0,54.9,17.2,18.5,740.0,5.0,160.0,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295.0,1290.0,155/65R13,155/65R13,Other,No,No,No,59PS@6000rpm,78Nm@3500rpm,Digital,Analog,No,Yes,5,Fabric,MT,2360.0,No,No,No,No,No,,Internal,177 litres,,,Yes,,Front,,Front,Yes,,,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,,,,1210 kg,Driver frontal airbag,,,,,1.0,10.0:1,,tubeless tyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/65,13,58.2,6000.0,78.0,2.0,Unknown
34,34,Maruti Suzuki,Alto K10,Vxi Amt (O),438559,998,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1475.0,3545.0,1490.0,Hatchback,5.0,14.0,17.0,24.07,755.0,5.0,160.0,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295.0,1290.0,155/65R13,155/65R13,Other,Only Front Windows,No,No,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5,Fabric,AT,2360.0,No,Yes,CD Player with USB & Aux-in,No,No,,Internal,177 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,,Yes,,1210 kg,Driver frontal airbag,,,Yes,,1.0,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/65,13,67.1,6000.0,90.0,2.0,Unknown
35,35,Datsun,Go,D,374990,1198,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,54.9,17.2,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440.0,1445.0,155/70R13,155/70R13,No,Only Front Windows,No,No,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,MT,2450.0,No,Yes,No,No,Yes,,"Internal, With Remote",265 litres,,Yes,Yes,,Not on offer,Yes,,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Heater,Yes,,Yes,,,,,Yes,,,,,,,Yes,,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,Rear sensors,,,,,,,,Yes,Yes,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/70,13,67.1,5000.0,104.0,2.0,Unlimited
36,36,Datsun,Go,T,468229,1198,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,54.9,17.2,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440.0,1445.0,155/70R13,155/70R13,Electric Power,All Windows,No,No,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog,Digital",2,5,Fabric,MT,2450.0,No,Yes,USB & Aux-in,Yes,Yes,,Internal,265 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/70,13,67.1,5000.0,104.0,2.0,Unlimited
37,37,Datsun,Go,T (O),502492,1198,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.6,17.2,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440.0,1445.0,155/70R13,155/70R13,Electric Power,All Windows,No,No,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital,Analog",2,5,Fabric,MT,2450.0,No,Yes,USB & Aux-in,Yes,Yes,,"Internal, With Remote",265 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,,2.0,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/70,13,67.1,5000.0,104.0,2.0,Unlimited
38,38,Datsun,Go,A (O),499990,1198,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.6,17.2,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440.0,1445.0,155/70R13,155/70R13,Electric Power,All Windows,No,No,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,MT,2450.0,No,Yes,No,No,Yes,,Internal,265 litres,,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,Rear sensors,,,,,,,,Yes,Yes,Manual Adjustment,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/70,13,67.1,5000.0,104.0,2.0,Unlimited
39,39,Datsun,Go,A,469990,1198,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.6,17.2,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440.0,1445.0,155/70R13,155/70R13,Electric Power,Only Front Windows,No,No,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,Digital,2,5,Fabric,MT,2450.0,No,Yes,No,No,Yes,,Internal,265 litres,,Yes,Yes,,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,Rear sensors,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/70,13,67.1,5000.0,104.0,2.0,Unlimited
40,40,Datsun,Go,T Vdc,528464,1198,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,54.9,17.2,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440.0,1445.0,155/70R13,155/70R13,Electric Power,All Windows,No,No,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog,Digital",2,5,Fabric,MT,2450.0,No,Yes,USB & Aux-in,Yes,Yes,,Internal,265 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/70,13,67.1,5000.0,104.0,2.0,Unlimited
41,41,Datsun,Go,T (O) Vdc,553015,1198,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.6,17.2,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440.0,1445.0,155/70R13,155/70R13,Electric Power,All Windows,No,No,68PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Digital,Analog",2,5,Fabric,MT,2450.0,No,Yes,USB & Aux-in,Yes,Yes,,"Internal, With Remote",265 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,,2.0,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/70,13,67.1,5000.0,104.0,2.0,Unlimited
42,42,Datsun,Go,T Cvt,594464,1198,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,54.9,17.2,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440.0,1445.0,155/70R13,155/70R13,Electric Power,All Windows,No,No,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog,Digital",2,5,Fabric,MT,2450.0,No,Yes,USB & Aux-in,Yes,Yes,,Internal,265 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,Internal,Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,Yes,2.0,,,,,Rear sensors,,Yes,,,,,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/70,13,76.9,5000.0,104.0,2.0,Unlimited
43,43,Datsun,Go,T (O) Cvt,618015,1198,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1507.0,3788.0,1636.0,Hatchback,5.0,20.6,17.2,20.1,864.0,5.0,180.0,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,H-type Torsion Beam,1440.0,1445.0,155/70R13,155/70R13,Electric Power,All Windows,No,No,78PS@5000rpm,104Nm@4000rpm,Digital,Analog,"Analog,Digital",2,5,Fabric,MT,2450.0,No,Yes,USB & Aux-in,Yes,Yes,,"Internal, With Remote",265 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,4.6 meter,Yes,Driver & Front Passenger,Not Applicable,"Heater, Manual Air conditioning with cooling and heating",Yes,,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",,Yes,Yes,,2.0,,,,,Rear sensors,,Yes,Yes,Yes,,Touch Sensitive,,Yes,Yes,Manual Adjustment,Yes,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/70,13,76.9,5000.0,104.0,2.0,Unlimited
44,44,Maruti Suzuki,Celerio Tour,H2,422444,998,3.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1560.0,3600.0,1600.0,Hatchback,5.0,23.0,17.2,23.1,830.0,5.0,165.0,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,1420.0,1410.0,155/80R13,155/80R13,Electric Power,No,No,No,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,No,Yes,5,Fabric,MT,2425.0,No,No,No,No,Yes,,Manual,235 litres,,,Yes,Digital,Front,Yes,Front & Rear,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,,,,Yes,Yes,,1250 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,,,,2.0,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,155/80,13,67.1,6000.0,90.0,2.0,40000
