,Unnamed: 0,Make,Model,Variant,Ex-Showroom_Price,car_cc,Cylinders,Valves_Per_Cylinder,wheel_drive,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,height_mm,lenght_mm,width_mm,Body_Type,Doors,City_Mileage,highway_mileage_km/l,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance_mm,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track_mm,Rear_Track_mm,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,lt_front_tyre,pr_front_tyre,z_front_tyre(240 km/h),Front_Tyre_size,Front_rim_size,Power_bhp,Power_rpm,torque_nm,basic_warranty_years,basic_warranty_distance
1027,1027,Volvo,V40 Cross Country,D3,3283000,1984,5.0,4.0,FWD,In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1458.0,4370.0,1783.0,Hatchback,5.0,13.05,16.8,16.8,1607.0,6.0,132.0,Ventilated Disc,Ventilated Disc,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,1552.0,1540.0,115/90R16,115/90R16,Electric Power,All Windows,Yes,Smart Key,150PS@3500rpm,350Nm@1500-2750rpm,Digital,Digital,Analog,Yes,5,Leather,AT,2646.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,324 litres,Yes,Yes,Yes,Digital,Yes,Yes,Yes,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.45 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,Yes,2040 kg,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Yes,Yes,Yes,Yes,7.0,16.5,"Rake, Reach",,,Front and rear sensors with camera,,Yes,,,,Yes,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Yes,Yes,Yes,,,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,115/90,16,147.9,3500.0,350.0,2.0,Unknown
1028,1028,Volvo,V40 Cross Country,T4,2962000,1596,4.0,4.0,FWD,In-line,BS IV,"Front, Longitudinal",Injection,50.0,Petrol,1470.0,4370.0,1857.0,Hatchback,5.0,12.0,16.0,16.0,1587.0,6.0,132.0,Ventilated Disc,Ventilated Disc,"MacPherson Strut, Coil Spring",Independent suspension with McPherson Struts,1552.0,1540.0,115/90R16,115/90R16,Electric Power,All Windows,Yes,Smart Key,180PS@5700rpm,240Nm@1600-500rpm,Digital,Digital,Analog,Yes,5,Leather,AT,2646.0,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,Yes,Manual,324 litres,Yes,Yes,Yes,Digital,Yes,Yes,,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.45 meter,Yes,Driver Only,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,Yes,1461kg kg,"Front passenger frontal airbag, Rear passenger side airbags, Driver knee airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,,7.0,,"Rake, Reach",,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,,Yes,Yes,Yes,,,,Yes,,Yes,,Yes,Yes,,Yes,,,,,,,0.0,0.0,0.0,115/90,16,177.5,5700.0,240.0,2.0,Unknown
1029,1029,Mini,Countryman,Cooper S,3490000,1998,4.0,4.0,FWD,In-line,BS IV,"Front, Longitudinal",Injection,47.0,Petrol,1557.0,4299.0,1822.0,Hatchback,5.0,54.9,17.2,14.41,1350.0,8.0,179.0,Solid Disc,Drum,McPherson Strut,Multilink,1524.6,1522.9,205 / 55 R17,205 / 55 R17,Electric Power,All Windows,Yes,No,192PS@5500rpm,280Nm@1350rpm,Digital,Yes,Yes,Yes,5,Leather,AT,2670.0,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,350 litres,Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Yes,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Yes,,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,,,,0.0,0.0,0.0,205/55,17,189.4,5500.0,280.0,2.0,Unlimited
1030,1030,Mini,Countryman,Cooper Sd,3740000,1998,4.0,4.0,FWD,In-line,BS IV,"Front, Longitudinal",Injection,47.0,Diesel,1557.0,4299.0,1822.0,Hatchback,5.0,54.9,17.2,19.19,1350.0,8.0,179.0,Solid Disc,Drum,others,others,1524.6,1522.9,205/55,205/55,Electric Power,All Windows,Yes,Smart Key,190PS@5500rpm,400NM@1750rpm,Digital,Analog,Yes,Yes,5,Leather,AT,2670.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,350 litres,Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,,Yes,With Remote,Digital,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,Air Conditioner : Standard,"Front sensors, Rear sensors",Yes,Yes,Yes,Yes,,Yes,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,185/60,15,187.4,5500.0,400.0,2.0,Unlimited
1031,1031,Mini,Countryman,Cooper S Jcw Inspired,4140000,1998,4.0,4.0,FWD,In-line,BS IV,"Front, Longitudinal",Injection,47.0,Petrol,1557.0,4299.0,1822.0,Hatchback,5.0,54.9,17.2,14.41,1350.0,8.0,179.0,Solid Disc,Drum,McPherson Strut,Multilink,1524.6,1522.9,205 / 55 R18,205 / 55 R18,Electric Power,All Windows,Yes,Smart Key,192PS@5500rpm,280Nm@1350rpm,Digital,Yes,Yes,Yes,5,Leather,AT,2670.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,350 litres,Yes,Yes,Yes,Digital,Front,Yes,Yes,Yes,,Yes,With Remote,Yes,Manual,Analog,Yes,5.8 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,,"Front passenger side airbag, Drive side airbag, Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,,Cup Holders,Yes,,Yes,,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,205/55,18,189.4,5500.0,280.0,2.0,Unlimited
1032,1032,Mini,Countryman,Black Edition,4240000,1998,4.0,4.0,FWD,In-line,BS IV,"Front, Longitudinal",Injection,47.0,Petrol,1557.0,4299.0,1822.0,Hatchback,5.0,54.9,17.2,14.41,1350.0,8.0,179.0,Solid Disc,Drum,McPherson Strut,Multilink,1524.6,1522.9,205 / 55 R18,205 / 55 R18,Electric Power,All Windows,Yes,Smart Key,192PS@5500rpm,280Nm@1350rpm,Digital,Yes,Yes,Yes,5,Leather,AT,2670.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,350 litres,Yes,Yes,Yes,"Digital, Analog",Front,Yes,Yes,Yes,,Yes,With Remote,Yes,Manual,Analog + Digital,Yes,5.8 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,Yes,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,,"Rear passenger side airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,"Multifunction Steering Wheel, With gear shift paddles",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,Yes,Yes,,,Yes,,,0.0,0.0,0.0,205/55,18,189.4,5500.0,280.0,2.0,Unlimited
1039,1039,Toyota,Prius,Z8,4509000,1798,4.0,4.0,FWD,In-line,BS IV,"Front, Longitudinal",Injection,43.0,Hybrid,1490.0,4540.0,1760.0,Sedan,4.0,15.1,18.7,23.9,1350.0,5.0,165.0,Ventilated Disc,Solid Disc,MacPherson struts (gas-filled shock absorbers with a stabilizer bar),Double wishbone,1525.0,1520.0,195/65R15,195/65R15,Electro-Hydraulic,All Windows,Yes,Smart Key,98PS@5200rpm,142Nm@3600rpm,Digital,Analog,Analog,1,5,Leather,AT,2700.0,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"With Remote, Internal",,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,"With Remote, Internal",Analog,Manual,Analog,Yes,5.1 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1790 kg,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Driver knee airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,7.0,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,Only front,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,195/65,15,96.7,5200.0,142.0,3.0,100000
1040,1040,Lexus,Es,300H,5695000,2487,4.0,4.0,FWD,In-line,BS IV,"Front, Transverse",Injection,51.0,Hybrid,1445.0,4975.0,1865.0,Sedan,4.0,17.8,17.2,17.8,1670.0,6.0,179.0,Ventilated Disc,Solid Disc,MacPherson Strut,Double wishbone,1524.6,1522.9,235/45 R18,235/45 R18,Electric Power,All Windows,Yes,Other,176Bhp@5700rpm,221Nm@3600-5200rpm,Digital,Analog,Analog,Yes,5,Leather,AT,2870.0,Yes,1,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,,Yes,Yes,,Analog,,Yes,Front,Yes,,Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.9 meter,Yes,Driver & Front Passenger,,3 Zone climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags",Yes,Yes,Yes,Yes,10.0,12.5:1,"Rake, Reach",,,Front and rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Only front,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,235/45,18,176.0,5700.0,221.0,2.0,Unknown
1041,1041,Lexus,Nx 300H,F-Sport,6060000,2494,6.0,4.0,AWD,V,BS IV,"Front, Transverse",Injection,56.0,Petrol,1645.0,4.64,1.845,SUV,4.0,54.9,17.2,18.3,1905.0,6.0,179.0,Ventilated Disc,Solid Disc,MacPherson Strut,Trailing Arm Double Wishbone,1524.6,1522.9,225/60R18,225/60R18,Electric Power,All Windows,Yes,Smart Key,194PS@5700rpm,210Nm@4200-4400rpm,Digital,Analog,Analog,Yes,5,Leather,AT,2660.0,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"Manual, With Remote",475 litres,Yes,Yes,Yes,Analog,Yes,Yes,Yes,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Analog + Digital,Yes,5.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2395 kg,"Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Front passenger curtain airbag",Yes,Yes,Yes,Yes,8.0,12.5:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,,Yes,Cup Holders,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,225/60,18,191.3,5700.0,210.0,2.0,Unknown
1042,1042,Lexus,Nx 300H,Luxury,5990000,2494,6.0,4.0,AWD,V,BS IV,"Front, Transverse",Injection,56.0,Petrol,1645.0,4640.0,1845.0,SUV,4.0,54.9,17.2,18.3,1785.0,6.0,179.0,Ventilated Disc,Solid Disc,MacPherson Strut,Trailing Arm Double Wishbone,1524.6,1522.9,225/60R18,225/60R18,Electric Power,All Windows,Yes,Smart Key,194PS@5700rpm,210Nm@4200-4400rpm,Digital,Analog,Analog,Yes,5,Leather,AT,2660.0,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,"Manual, With Remote",475 litres,Yes,Yes,Yes,Analog,Yes,Yes,Yes,Yes,,Yes,"Internal, With Remote",Digital,Automatic,Analog + Digital,Yes,5.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2395 kg,"Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Yes,Yes,Yes,Yes,8.0,12.5:1,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,,Yes,Cup Holders,Yes,Yes,,,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,225/60,18,191.3,5700.0,210.0,2.0,Unknown
1043,1043,Jaguar,F-Pace,Prestige,6463780,1999,4.0,4.0,AWD,In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1651.0,4731.0,2175.0,SUV,5.0,21.27,17.2,16.38,1830.0,6.0,213.0,Ventilated Disc,Ventilated Disc,Aluminium Double Wishbone,Integral Link Suspension,1641.0,1654.0,255/60 R18,255/60 R18,Electric Power,All Windows,Yes,Smart Key,180ps@5500rpm,430Nm@1750-2000rpm,Analog,Digital,Analog,Yes,5,Leather,AT,2874.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,With Remote,650 litres,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Internal,Yes,Automatic,Analog,Yes,11.87 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,,Yes,2460 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger curtain airbag, Rear passenger curtain airbags",Yes,Yes,Yes,Yes,6.0,15.5+/-0.5,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,255/60,18,177.5,5500.0,430.0,2.0,Unknown
1044,1044,Jaguar,F-Pace,Prestige Petrol,6422809,1997,4.0,4.0,AWD,In-line,BS IV,"Front, Longitudinal",Injection,60.0,Petrol,1651.0,4731.0,2175.0,SUV,5.0,54.9,17.2,21.27,1830.0,6.0,213.0,Ventilated Disc,Ventilated Disc,Aluminium Double Wishbone,Integral Link Suspension,1641.0,1654.0,255/60 R18,255/60 R18,Electric Power,All Windows,Yes,Smart Key,247bhp@5500rpm,369Nm@1300-4000rpm,Analog,Digital,Analog,Yes,5,Leather,AT,2874.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,With Remote,650 litres,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Internal,Yes,Automatic,Analog,Yes,11.87 meter,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,,Yes,2460 kg,"Curtain airbags, Driver frontal airbag, Front passenger curtain airbag, Front passenger frontal airbag, Rear passenger curtain airbags",Yes,Yes,Yes,Yes,6.0,15.5+/-0.5,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,255/60,18,247.0,5500.0,369.0,2.0,Unknown
1045,1045,Volvo,V90 Cross Country,D5 Inscription,6531000,1969,4.0,4.0,AWD,In-line,BS IV,"Front, Longitudinal",Injection,60.0,Diesel,1543.0,4950.0,2052.0,SUV,5.0,13.2,17.2,17.2,2962.0,8.0,210.0,Ventilated Disc,Ventilated Disc,"4-link air suspension, anti-dive, automatic level control & stabilizer",5Link Suspension with coil spring,1652.0,1643.0,245/45R20,245/45R20,Electro-Hydraulic,All Windows,Yes,Remote,235PS@4250RPM,480Nm@1740RPM,Digital,Analog,Analog,Yes,5,Leather,AT,2941.0,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,530 litres,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Yes,4 Zone climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6.0,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,All,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,245/45,20,231.8,4250.0,480.0,2.0,Unknown
1046,1046,Audi,A5 Cabriolet,2.0 Tdi,6948200,1968,4.0,4.0,FWD,In-line,BS IV,"Front, Longitudinal",Injection,58.0,Diesel,1386.0,4733.0,1843.0,Convertible,2.0,54.9,17.2,17.2,1875.0,7.0,179.0,Ventilated Disc,Ventilated Disc,others,others,1524.6,1522.9,245/40 R18,245/40 R18,Other,All Windows,Yes,Smart Key,190ps @ 3800-4200rpm,400Nm@1750-3000rpm,Digital,Digital,Yes,2,4,Leather,AT,2615.2,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,Internal,480 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,"Digital, Analog",Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,"Front Row, Second Row",2310 kg,"Driver frontal airbag, Front passenger frontal airbag, Driver head airbag, Front passenger head airbag",Yes,Yes,Yes,Yes,4.0,,"Rake, Reach",,,Yes,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Semi Automatic Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,245/40,18,187.4,4000.0,400.0,2.0,Unknown
1050,1050,Bmw,X7,Xdrive 40I,10490000,2998,6.0,4.0,AWD,In-line,BS VI,"Front, Longitudinal",Injection,80.0,Petrol,1805.0,5151.0,2000.0,SUV,5.0,54.9,17.2,13.38,1350.0,8.0,179.0,Ventilated Disc,Ventilated Disc,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,1524.6,1522.9,nan,,Other,All Windows,No,Other,335 bhp @ 5500 rpm,450Nm@1500rpm,Digital,Digital,Digital,Yes,7,Leather,AT,3105.0,Yes,3,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,With Remote,326 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,With Remote,Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,Yes,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Yes,Sport,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Front passenger knee airbag, Rear passenger head airbags",Yes,Yes,Yes,Yes,9.0,,Yes,,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"With gear shift paddles, Multifunction Steering Wheel",Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,0.0,0.0,0.0,185/60,15,335.0,5500.0,450.0,2.0,Unknown
1051,1051,Bmw,X7,Xdrive30D Dpe Signature,10250000,2993,6.0,4.0,AWD,In-line,BS VI,"Front, Longitudinal",Injection,80.0,Diesel,1805.0,5151.0,2000.0,SUV,5.0,54.9,17.2,13.38,1350.0,8.0,179.0,Ventilated Disc,Ventilated Disc,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,1524.6,1522.9,nan,,Other,All Windows,"Yes, with memory",Other,262 bhp @ 4000 rpm,620Nm@1500rpm,Digital,Digital,Digital,Yes,7,Leather,AT,3105.0,Yes,3,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,Yes,With Remote,326 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,With Remote,Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,Yes,4 Zone climate control,Yes,Yes,Yes,Yes,Yes,Yes,Sport,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Driver head airbag, Front passenger head airbag, Drive side airbag, Front passenger knee airbag, Rear passenger head airbags",Yes,Yes,Yes,Yes,9.0,,Yes,,,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,"With gear shift paddles, Multifunction Steering Wheel",Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,0.0,0.0,0.0,185/60,15,262.0,4000.0,620.0,2.0,Unknown
1052,1052,Bmw,M4,Coupe,13590000,2979,6.0,4.0,RWD,In-line,BS IV,"Front, Longitudinal",Injection,60.0,Petrol,1383.0,4671.0,1870.0,Coupe,2.0,7.32,10.75,10.75,1612.0,7.0,121.0,Ventilated Disc,Ventilated Disc,Adaptive M Suspension,Adaptive M Suspension,1579.0,1603.0,255/40R18,275/40R18,Electric Power,All Windows,Yes,Smart Key,431PS@7300RPM,550Nm@1850-5500rpm,Digital,Analog,Analog,Yes,4,Leather,AT,2812.0,Yes,Yes,DVD Player with USB & Aux-in,Yes,Yes,Yes,"Internal, With Remote",368 litres,Yes,Yes,,Digital,Front,Yes,Front,Yes,,Yes,Manual,Analog,Automatic,Analog + Digital,Yes,6.1 meter,Yes,Driver & Front Passenger,,2 Zone Climate Control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,2040 kg,"Driver head airbag, Driver frontal airbag, Front passenger head airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Front passenger knee airbag, Driver knee airbag, Rear passenger head airbags",Yes,Yes,Yes,Yes,10.0,10.2,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,,,,Yes,Yes,Yes,,Only front,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,0.0,0.0,0.0,255/40,18,425.1,7300.0,550.0,2.0,Unlimited
